level_2_name,level_3_name,level_4_name,level_5_name,level_2_example_attr,level_3_another_attr
SANKURU,VANGA KETE,MONGE,LOKOMBO POSTE DE SANTE,example,another_example
MONGALA,BOSO MONDANDA,BOSO YALE,BOSO YALE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,MPANDA,KASAMBA POSTE DE SANTE,example,another_example
MANIEMA,PUNIA,KAMUKINGI,KAMUKINGI CENTRE DE SANTE,example,another_example
ITURI,BUNIA,BUNIA CITE,BUNIA CITE CENTRE DE SANTE,example,another_example
LUALABA,FUNGURUME,DIPETA 1,FONDATION BWANA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,YANGALA,KALEKA,KALEKA CENTRE DE SANTE,example,another_example
LOMAMI,KALONDA EST,TSHIBUE,TSHIBUE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIMPESE,YANGA DIA SONGA,ETAT YANGA DIA SONGA CENTRE DE SANTE,example,another_example
KINSHASA,KIMBANSEKE,BAHUMBU,PIERRE FOKOM HOPITAL GENERAL DE REFERENCE,example,another_example
KASAI ORIENTAL,KASANSA,LAC LOMBA,LAC LOMBA CENTRE DE SANTE,example,another_example
MAINDOMBE,KIRI,BOBEKE,BOBEKE CENTRE DE SANTE,example,another_example
TSHOPO,YALIMBONGO,MONGALI,MONGALI CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,OMARI MAYUTO,OMARI MAYUTO CENTRE DE SANTE,example,another_example
MANIEMA,LUBUTU,UMBUNDJE,UMBUNDJE CENTRE DE SANTE,example,another_example
KASAI,LUEBO,KAKUNGULA,KAKUNGULA CENTRE DE SANTE,example,another_example
MONGALA,PIMU,BOSO LIKOLO,BOSO LIKOLO CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,MONDONGO,MONDONGO CENTRE DE SANTE,example,another_example
MAINDOMBE,INONGO,LOBEKE,LOBEKE CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,NDJOKO MPUNDA,KAYENDA NKUMBU,KAYENDA NKUMBU CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,MASIKINI,MASIKINI CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 1,ABATTOIRE 1,KIMBANGUISTE CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,KATOLO,KATOLO CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,KASASA,KASASA CENTRE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,YONGONDA,YONGONDA CENTRE DE SANTE,example,another_example
SUD KIVU,MUBUMBANO,CIHERANO,CIHERANO CENTRE DE SANTE,example,another_example
TSHOPO,BANALIA,BODELA,BODELA CENTRE DE SANTE,example,another_example
MAINDOMBE,MIMIA,BISENGE BATUA,NKOPO POSTE DE SANTE,example,another_example
LOMAMI,WIKONG,KANANGANAN,KANANGANAN CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,KABWANGA,KABWANGA CENTRE DE SANTE,example,another_example
KINSHASA,KIKIMI,BOSEMBO,SCS BOSEMBO CENTRE DE SANTE,example,another_example
BAS UELE,TITULE,LIGUGA,LIGUGA CENTRE DE SANTE,example,another_example
TSHUAPA,BEFALE,BEFALE,LOSONGO CENTRE DE SANTE,example,another_example
EQUATEURS,IBOKO,MAPEKE,MAPEKE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMALONDO,MASIKILIZANO,GUERISON CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,KAMAKO 1,CMCO 27E C CENTRE DE SANTE,example,another_example
HAUT KATANGA,KISANGA,ESPOIR,ROCHER DES AGES CENTRE DE SANTE,example,another_example
SUD KIVU,KITUTU,BYONGA,BYONGA CENTRE DE SANTE,example,another_example
MAINDOMBE,BOKORO,KEMBA SECTEUR,KEMBA SECTEUR CENTRE DE SANTE DE REFERENCE,example,another_example
ITURI,BIRINGI,KUMBUKU,KUMBUKU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MUETSHI,TSHIBUEMA,TSHIBUEMA CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUMBUNDA,MAMPALA 2,BORA CENTRE MEDICAL,example,another_example
TSHUAPA,MOMPONO,BOKUTOLA,BOKUKOLA CENTRE DE SANTE,example,another_example
NORD KIVU,KAYNA,NYAMIINDO,NYAMIINDO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,CILU,OMEDIS CENTRE MEDICAL,example,another_example
KASAI ORIENTAL,TSHILENGE,CISENDA,CISENDA CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,OMONGO,OMONGO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,DISPENSAIRE CENTRAL,CENTRAL DISPENSAIRE,example,another_example
SANKURU,LODJA,KALEMIE,KALEMIE CENTRE DE SANTE,example,another_example
NORD KIVU,RWANGUBA,KABAYA,KABAYA CENTRE DE SANTE DE REFERENCE,example,another_example
NORD KIVU,BENI,BUNDJI,BUNDJI CENTRE DE SANTE,example,another_example
ITURI,GETY,KAGUMA,KAGUMA CENTRE DE SANTE,example,another_example
BAS UELE,AKETI,MAKOKO,MAKOKO CENTRE DE SANTE,example,another_example
TSHOPO,BANALIA,AKUMA,AKUMA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,MOMA,KAMBIMBI ETAT POSTE DE SANTE,example,another_example
KWILU,KIKWIT SUD,MUKASA,MUKASA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KINKONZI,KINKONZI,MAYUNDA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINDA,KAVWAYA,KAVWAYA CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,YAKPA,YAKPA CENTRE DE SANTE DE REFERENCE,example,another_example
KONGO CENTRAL,MUANDA,YEMA,YEMA CENTRE DE SANTE,example,another_example
SUD KIVU,MINOVA,RUHUNDE,RUHUNDE CENTRE DE SANTE,example,another_example
NORD KIVU,RUTSHURU,MAPENDO,MAPENDO CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,PCI RAYON,PCI RAYON CENTRE DE SANTE,example,another_example
KWILU,IDIOFA,LUVUJI,LUVUJI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,BIABOKO,BIABOKO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,DIULU,BENA NKUNA,DE L'ETAT CENTRE DE SANTE,example,another_example
ITURI,ADJA,KAYI,KAYI CENTRE DE SANTE,example,another_example
ITURI,LOGO,GISIGI,GISIGI CENTRE DE SANTE,example,another_example
SUD KIVU,IDJWI,MPENE,MPENE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,DIULU,TSHINTENTA,PATIENCE CENTRE DE SANTE,example,another_example
KINSHASA,KOKOLO,FAE NDJILI,CMOA FAE NDJILI CENTRE DE SANTE,example,another_example
HAUT KATANGA,PWETO,KIZABI,KIZABI CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,SAPINDJI,SAPINDJI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIMPESE,VUNDA NSOLE,VUNDA NSOLE CENTRE DE SANTE,example,another_example
KINSHASA,KINGABWA,SALONGO,LIMETE CLINIQUE,example,another_example
BAS UELE,BUTA,YEME,YEME CENTRE DE SANTE,example,another_example
KWILU,MOANZA,TELETI,TELETI CENTRE DE SANTE,example,another_example
LOMAMI,KABINDA,NTUNTA,NTUNTA CENTRE DE SANTE,example,another_example
KINSHASA,KALAMU 1,MATONGE 2,SOBAM CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BONZOLA,CAMP NSELE,CAMP NSELE CENTRE DE SANTE,example,another_example
KINSHASA,BINZA OZONE,KINSUKA PECHEUR 2,KINSUKA PECHEUR CENTRE DE SANTE DE REFERENCE,example,another_example
MAINDOMBE,MUSHIE,IKILI,IKILI CENTRE DE SANTE,example,another_example
KASAI,TSHIKAPA,KIZITO,CMK CENTRE DE SANTE,example,another_example
EQUATEURS,IBOKO,IBOKO,BOBALA 1 BOKO CENTRE DE SANTE,example,another_example
TSHOPO,ISANGI,YALIKINA,YALIKINA CENTRE DE SANTE,example,another_example
NORD KIVU,BUTEMBO,VUTETSE,VUTETSE CENTRE DE SANTE,example,another_example
BAS UELE,VIADANA,LOKANDO,LOKANDO CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,MIPETO,MISERICORDE CENTRE DE SANTE,example,another_example
EQUATEURS,BOLENGE,WENDJI SECLI,WENDJI SECLI CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,YAHUMA,YALOKOLONGA,YALOKOLONGA CENTRE DE SANTE,example,another_example
HAUT KATANGA,PWETO,KAMAKANGA,KAMAKANGA CENTRE DE SANTE,example,another_example
ITURI,BAMBU,NGABULO,NGABULO CENTRE DE SANTE,example,another_example
HAUT KATANGA,PWETO,KINKALANGU,KINKALANGU CENTRE DE SANTE,example,another_example
NORD KIVU,KATWA,RUGHENDA,RUGHENDA CENTRE DE SANTE,example,another_example
ITURI,ARIWARA,ESSOKO,ESSOKO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KALOMBA,KANKUNGULA,KANKUNGULA CENTRE DE SANTE,example,another_example
HAUT UELE,RUNGU,NGABI,NGABI CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,ITOKO,ITOKO CENTRE DE SANTE,example,another_example
ITURI,RIMBA,UWIRO PEDHA,UWILO PEDHA CENTRE DE SANTE,example,another_example
ITURI,LITA,EZEKERE,KASONGO POSTE DE SANTE,example,another_example
HAUT KATANGA,KAPOLOWE,KAPOLOWE GARE,KAPOLOWE GARE CENTRE DE SANTE,example,another_example
HAUT KATANGA,PWETO,KAPULO,KAPULO CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,MAC MILLAN,DIEU - MERCI CENTRE HOSPITALIER,example,another_example
SANKURU,WEMBO NYAMA,LONDEKE,LONDEKE CENTRE DE SANTE,example,another_example
TSHOPO,BASALI,MONGANDJO,MONGANDJO CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,KANANGA,KAMULUMBA,KAMULUMBA ETAT CENTRE DE SANTE DE REFERENCE,example,another_example
LOMAMI,KAMANA,KASOLO,KASOLO CENTRE DE SANTE,example,another_example
LOMAMI,TSHOFA,KILUNGIE,KILUNGIE CENTRE DE SANTE,example,another_example
ITURI,KOMANDA,KASOKO,KASOKO CENTRE DE SANTE,example,another_example
TSHOPO,UBUNDU,ST CASIMIR,ST CASIMIR CENTRE DE SANTE,example,another_example
TSHOPO,BENGAMISA,BAYANGUMA,BAYANGUMA CENTRE DE SANTE,example,another_example
LOMAMI,KANDA KANDA,KAYEMBA NG,KAYEMBA NGOMBA CENTRE DE SANTE,example,another_example
ITURI,ARU,YEBIFU,YEBIFU CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,KISALA KAFUMBA,KISALA KAFUMBA CENTRE DE SANTE,example,another_example
HAUT KATANGA,TSHAMILEMBA,RAIL,ST THOMAS CENTRE DE SANTE,example,another_example
SUD KIVU,WALUNGU,RUKWENDE,RUKWENDE CENTRE DE SANTE,example,another_example
SUD KIVU,KITUTU,KAKOLOKELWA,KAKOLOKELWA CENTRE DE SANTE,example,another_example
KWILU,KIKWIT NORD,MASAMBA 3,MASAMBA 3 CENTRE DE SANTE,example,another_example
TSHUAPA,MONDOMBE,NGOSEKI,NGOSEKI CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,CHAC,CHAC CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DIBAYA,LUEKESHI,LUEKESHI CENTRE DE SANTE,example,another_example
MANIEMA,LUSANGI,LENGEZI,LENGEZI CENTRE DE SANTE,example,another_example
LUALABA,DILOLO,TWITE,TWITE CENTRE DE SANTE,example,another_example
NORD KIVU,KAYNA,BUSEKERA,BUSEKERA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,DEMBA,TSHIBUNGU,TSHIBUNGU CENTRE DE SANTE,example,another_example
SANKURU,DIKUNGU,OKAKO,OKAKO CENTRE DE SANTE,example,another_example
MONGALA,BOSONDJO,BOSONDJO,BOSONDJO CENTRE DE SANTE,example,another_example
SUD UBANGI,BOGOSENUBEA,BOGOSE NUBEA,BOGOSE NUBEA CENTRE DE SANTE,example,another_example
LOMAMI,KAMANA,KAMANA 2,KAMANA 2 CENTRE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,BUSHUHE,BUSHUHE CENTRE DE SANTE,example,another_example
NORD KIVU,MUTWANGA,MURAMBA,MURAMBA CENTRE DE SANTE,example,another_example
LOMAMI,WIKONG,CARRIERE,MUANDJ POSTE DE SANTE,example,another_example
KASAI ORIENTAL,CILUNDU,BAKWA MULUMBA,BAKWA MULUMBA CENTRE DE SANTE,example,another_example
EQUATEURS,IBOKO,LOKONGO,LOKONGO CENTRE DE SANTE,example,another_example
KWILU,MOSANGO,KINZAMBA 1,KINZAMBA 1 CENTRE DE SANTE,example,another_example
NORD UBANGI,BOSOBOLO,CAPSA BOLO,CAPSABOLO CENTRE DE SANTE,example,another_example
MANIEMA,KAILO,ULANGATE,HYOMI POSTE DE SANTE,example,another_example
HAUT KATANGA,KAMPEMBA,POLYVALENT,ST RAPHAEL CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAFUBU,KASANGIRI,DIEU GUERRIT POSTE DE SANTE,example,another_example
SUD UBANGI,BOTO,KASONGO,KASONGO CENTRE DE SANTE,example,another_example
TSHUAPA,BOKUNGU,LIUNGA,LIUNGA CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,TSHIBINDA 1,TSHIBINDA 1 CENTRE DE SANTE,example,another_example
HAUT KATANGA,KILWA,KABANGU,KABANGU CENTRE DE SANTE,example,another_example
SANKURU,LODJA,SHAPEMBE,SHAPEMBE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MIKALAYI,DIKONGAYI,DIKONGAYI CENTRE DE SANTE,example,another_example
KWILU,KIKWIT SUD,MISENGI,MISENGI CENTRE DE SANTE,example,another_example
KWILU,MUNGINDU,KITAMBWE 1,KITAMBWE CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 2,KASAI,KASAI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,POSTE 24,YANGA CENTRE DE SANTE,example,another_example
KASAI,MUTENA,MUTSHIMA,MUTSHIMA CENTRE DE SANTE DE REFERENCE,example,another_example
TSHUAPA,BUSANGA,ELINGA,ELINGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MUYA,MUYA,BOUDHAS CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,MASABE,MASABE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,Q 52,Q 52 CENTRE DE SANTE,example,another_example
HAUT KATANGA,TSHAMILEMBA,LWANO,MAMAN ELYSABETH CENTRE DE SANTE,example,another_example
NORD UBANGI,KARAWA,BOGBAKUSA,BOGBAKUSA CENTRE DE SANTE DE REFERENCE,example,another_example
EQUATEURS,BIKORO,IYEMBE MONENE,IYEMBE MONENE CENTRE DE SANTE,example,another_example
HAUT KATANGA,PANDA,MUCHANGA,MUCHANGA CENTRE DE SANTE,example,another_example
TANGANYIKA,NYEMBA,LAMBO KILELA,LAMBO KILELA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KITENGE,MASENGO KIMA,MASENGO KIMA CENTRE DE SANTE,example,another_example
ITURI,LOGO,KPANA,KPANA KORASI CENTRE DE SANTE,example,another_example
SUD UBANGI,MBAYA,LENGO,LENGO CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LEREMA KEMBE,LEREMA KEMBE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,TSHIKAJI,SAINT MARTYR 2,BON SAMARTAIN CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,NGUWENGE,NGUWENGE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DIBAYA,TSHIDIMBA,TSHIDIMBA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MUKANGA,KIMWENZE,KIMWENZE CENTRE DE SANTE,example,another_example
HAUT UELE,GOMBARI,KOSSIA,KOSSIA CENTRE DE SANTE,example,another_example
MANIEMA,KAILO,KIPAKATA,KIPAKATA CENTRE DE SANTE DE REFERENCE,example,another_example
KONGO CENTRAL,KIMPESE,SONGA LUMUENO,SONGA LUMUENO CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,SARAMABILA,MATCHAPANO,MATCHAPANO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BIBANGA,CIBILA,CIBILA CENTRE DE SANTE,example,another_example
HAUT KATANGA,VANGU,KAKONTWE,KAKONTWE CENTRE DE SANTE,example,another_example
MONGALA,BONGANDANGA,MOLANGA,MOLANGA CENTRE DE SANTE,example,another_example
HAUT UELE,BOMA MANGBETU,BADAMONI,BADAMONI CENTRE DE SANTE,example,another_example
ITURI,ARU,AYIKO,AYIKO CENTRE DE SANTE,example,another_example
SUD KIVU,IBANDA,MUSHUNUNU,VAVASSORI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KATENDE,MUTANGA,MUTANGA CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,LUSHIKU,LUSHIKU BOBUMUE CENTRE DE SANTE,example,another_example
ITURI,ADJA,ADUA,ADUA CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,LIMPOKO,LIMPOKO CENTRE DE SANTE,example,another_example
NORD UBANGI,BOSOBOLO,BOMANZA,BOMANZA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BILOMBA,TSHISUKU,TSHISUKU CENTRE DE SANTE,example,another_example
NORD KIVU,MANGUREDJIPA,KAMBAU,KAMBAU CENTRE DE SANTE,example,another_example
HAUT KATANGA,LIKASI,KAMATANDA,OVIKA CENTRE DE SANTE,example,another_example
SUD UBANGI,BWAMANDA,BOBALINGANA,BOBALINGANA CENTRE DE SANTE,example,another_example
MANIEMA,SAMBA,KAHAMBWE,KAHAMBWE CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,LUBUTU,OBOSANGO,OBOSANGO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONGO,KASAMBA,KASAMBA CENTRE DE SANTE,example,another_example
SUD UBANGI,BOMINENGE,BOGBAYALA,BOGBAYALA CENTRE DE SANTE,example,another_example
BAS UELE,BILI,ROA,ROA CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUBUMBASHI,KISWISHI,SALVIA CENTRE MEDICAL,example,another_example
SUD UBANGI,MBAYA,KUMA-SUMBA,KUMA-SUMBA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,MANGI 3,MANGI 3 CENTRE DE SANTE,example,another_example
ITURI,RWAMPARA,NGONA,NGONA CENTRE DE SANTE,example,another_example
TSHOPO,ISANGI,WEKO,WEKO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KINKONZI,NKONZI BONGILA,NKONZI BONGILA CENTRE DE SANTE,example,another_example
KINSHASA,MONT NGAFULA 2,MAMA MOBUTU,LE ROCHER CENTRE DE SANTE,example,another_example
SUD KIVU,MINEMBWE,ILUNDU,ILUNDU CENTRE DE SANTE,example,another_example
SUD UBANGI,BOTO,BOMELE,BOMELE CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,MULANGE,MULANGE CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,KAMAYALA,KAMAYALA CENTRE DE SANTE DE REFERENCE,example,another_example
EQUATEURS,IBOKO,BONDONGO,BONDONGO CENTRE DE SANTE,example,another_example
KWILU,BAGATA,MOTERENSIENE,MONTERENSIENE CENTRE DE SANTE,example,another_example
KASAI,DEKESE,NKONGO,NKONGO CENTRE DE SANTE,example,another_example
KINSHASA,NSELE,PECHEUR,KINKOLE HOPITAL GENERAL DE REFERENCE,example,another_example
TSHOPO,ISANGI,YABASABOLA,YANKELELI CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,SELEMBAO,NDOBE,ADORATION CENTRE DE SANTE,example,another_example
HAUT UELE,GOMBARI,WANGA,WANGA CENTRE HOSPITALIER,example,another_example
LOMAMI,KABINDA,KALAMBO,KALAMBO CENTRE DE SANTE,example,another_example
ITURI,RETHY,LAILO,LAILO CENTRE DE SANTE,example,another_example
TSHOPO,BAFWASENDE,BAFWABIANGA,BAFWABIANGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,TSHILENGE,CIFUMBA,CIFUMBA CENTRE DE SANTE,example,another_example
NORD KIVU,VUHOVI,LULINDA,LULINDA CENTRE DE SANTE,example,another_example
MAINDOMBE,INONGO,BOKOTOKILI,BOKOTOKILI CENTRE DE SANTE,example,another_example
SUD UBANGI,TANDALA,SCIBE,SCIBE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,MANGI 1,MANGI 1 CENTRE DE SANTE,example,another_example
NORD UBANGI,LOKO,BODOLOWE,BODOLOWE CENTRE DE SANTE,example,another_example
EQUATEURS,BASANKUSU,BOKAKATA,BOKAKATA CENTRE DE SANTE,example,another_example
BAS UELE,GANGA,NGWALE,NGWALE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA TSHADI,BENA TSHIADI,BENA TSHADI HOPITAL GENERAL DE REFERENCE,example,another_example
HAUT KATANGA,SAKANIA,FMA MOKAMBO,FMA MOKAMBO CENTRE DE SANTE,example,another_example
MONGALA,LISALA,BOKULA,BOKULA CENTRE DE SANTE DE REFERENCE,example,another_example
NORD KIVU,PINGA,MASHUTA,MASHUTA CENTRE DE SANTE,example,another_example
NORD KIVU,KYONDO,VUTUMBI,VUTUMBI CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,OMEKA,OMEKA CENTRE DE SANTE,example,another_example
KINSHASA,NSELE,MIKONDO,PCID CENTRE DE SANTE,example,another_example
KWANGO,KISANJI,MWAKU,MWAKU CENTRE DE SANTE,example,another_example
MONGALA,BOSO MANZI,BOYANGE MOTIMA,BOYANGE MOTIMA CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,MASI MANIMBA,KITSAMANGA,KITSAMANGA CENTRE DE SANTE,example,another_example
LUALABA,FUNGURUME,TENKE,GRACE A L'OUEST CENTRE DE SANTE,example,another_example
TSHOPO,KABONDO,MUUNGANO,MUUNGANO CENTRE DE SANTE,example,another_example
KWILU,MUKEDI,LUHELO,LUHELO CENTRE DE SANTE,example,another_example
TSHOPO,MANGOBO,BETHSAIDA,BETHSAIDA CENTRE DE SANTE,example,another_example
SUD UBANGI,BOTO,KONDONGA,KONDONGA CENTRE DE SANTE,example,another_example
TSHOPO,YAHISULI,BOLONGO BAS,BOLONGO BAS CENTRE DE SANTE,example,another_example
MANIEMA,KABAMBARE,KABEYA,KABEYA CENTRE DE SANTE DE REFERENCE,example,another_example
LUALABA,DILOLO,NICHE DILOLO,NICHE DLO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,DIULU,BUTOKA,SILOE CENTRE DE SANTE,example,another_example
EQUATEURS,DJOMBO,EBONGO LIBIYA,EBONGO LIBIYA CENTRE DE SANTE,example,another_example
MANIEMA,KASONGO,MULANGABALA,MULANGABALA CENTRE DE SANTE,example,another_example
KASAI,KITANGWA,TSHINGILA,TSHINGILA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUTUMBA,KATONDO,KATONDO CENTRE DE SANTE,example,another_example
SUD KIVU,WALUNGU,KIDODOBO,KIDODOBO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,YANGALA,TSHIBILA,TSHIBILA CENTRE DE SANTE,example,another_example
BAS UELE,ANGO,DAKWA,DAKWA CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,KINTAMBO,ITIMBIRI,KINTAMBO MATERNITE,example,another_example
KASAI,DEKESE,DEKESE ETAT,DEKESE CENTRE DE SANTE,example,another_example
KWILU,GUNGU,KIBANDA,KIBANDA CENTRE DE SANTE,example,another_example
KWILU,BANDUNDU,MUSHIE PENTANE,MUSHIE PENTANE CENTRE DE SANTE,example,another_example
SANKURU,LOMELA,ELINGAPANGO,ELINGAPANGO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,DIBINDI,MBUJIMAYI,KYRIA CENTRE DE SANTE,example,another_example
SUD UBANGI,LIBENGE,BAZENE,BAZENE CENTRE DE SANTE,example,another_example
NORD KIVU,NYIRAGONGO,TURUNGA,TURUNGA CENTRE DE SANTE,example,another_example
TANGANYIKA,KONGOLO,MUGIZYA,MUGIZYA CENTRE DE SANTE,example,another_example
TANGANYIKA,MBULULA,KAHENGA,KAHENGA CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,DIDIA,DIDIA CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,BALAKPA,BALAKPA CENTRE DE SANTE,example,another_example
TSHUAPA,BOKUNGU,BOMPONGO,BOMPONGO CENTRE DE SANTE,example,another_example
LUALABA,KANZENZE,INGA,SAINT ANDRE CENTRE DE SANTE,example,another_example
KWILU,KIKWIT NORD,MASAMBA 2,MASAMBA 2 CENTRE DE SANTE,example,another_example
KWILU,MOKALA,MAKANGA,MAKANGA CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,KIETE,KIETE CENTRE DE SANTE,example,another_example
TSHOPO,YAKUSU,YAOSEKO,YAOSEKO CENTRE DE SANTE,example,another_example
HAUT UELE,NIANGARA,NANGBAMA,NANGBAMA CENTRE DE SANTE,example,another_example
BAS UELE,BUTA,YEMA,YEMA CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,BONYANGE,BONYANGE CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,NDOTSI,NDOTSI CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,KIPAMBA 5,KIPAMBA 5 CENTRE DE SANTE,example,another_example
HAUT UELE,WAMBA,BOMANA,BOMANA CENTRE DE SANTE,example,another_example
KINSHASA,MATETE,LUKUNGA,GLOIRE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUKAMA,KABAMOMA,KABAMOMA CENTRE DE SANTE,example,another_example
ITURI,NYARAMBE,JUPAGWEYI,JUPAGWEYI CENTRE DE SANTE,example,another_example
SUD KIVU,MINOVA,LUMBISHI,LUMBISHI CENTRE DE SANTE,example,another_example
MONGALA,YAMBUKU,YANGOME,YANGOME CENTRE DE SANTE,example,another_example
KWILU,BULUNGU,MAYOKO NIADI,DIBU CENTRE DE SANTE,example,another_example
NORD KIVU,KATWA,MAKERERE,MAKERERE CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,COMUELE,COMUELE CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,KAMULEMBE,KAMULEMBE CENTRE DE SANTE,example,another_example
MAINDOMBE,NIOKI,ISAKA KIBAMBILI,ISAKA KIBAMBILI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KINKONZI,TSANGA NGOMA,TSANGA NGOMA CENTRE DE SANTE,example,another_example
KINSHASA,BANDALUNGWA,LINGWALA,ANR POSTE DE SANTE,example,another_example
KASAI ORIENTAL,BIPEMBA,PLAINE,THERAP BILLY CENTRE DE SANTE,example,another_example
NORD KIVU,GOMA,CASOP,CASOP CENTRE DE SANTE,example,another_example
LOMAMI,LUDIMBI LUKULA,KITENGIE MUANA KI,KITENGIE MUANA K CENTRE DE SANTE,example,another_example
KWILU,BULUNGU,EKUBI,EKUBI CENTRE DE SANTE,example,another_example
KASAI,ILEBO,LUTSHUADI,ONATRA POSTE DE SANTE,example,another_example
LOMAMI,LUBAO,KABAO,KABAO CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,KAWELE,KAWELE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUBUNGA,TSHITUNDU,TSHITUNDU CENTRE DE SANTE,example,another_example
